id,job_title,company_name,job_description,job_employment_type,job_city,job_country,job_apply_link,posted_date,created_at,role_searched
324,Data Science Optimization,Tata Insights and Quants,"COMPANY OVERVIEW

Tata Group is an Indian multinational conglomerate company headquartered in Mumbai, India. It encompasses seven business sectors: communications and information technology, engineering, materials, services, energy, consumer products and chemicals. Tata Group was founded in 1868 by Jamsetji Tata as a trading company. It has operations in more than 80 countries across six continents. Tata Group has over 100 operating companies with each of them operating independently.

Tata Sons is the promoter of all key Tata companies and holds the bulk of shareholding in these companies.

BACKGROUND The Tata companies together serve over million consumer and commercial customers today across several products and services. In order for the Tata companies to better understand customer and client needs and preferences, action life stages, needs, value, and potential, and enhance value and experience; the Tata companies need to develop robust data and information management capability and customer analytics. The vision is to eventually create the best in-house capability for data analytics amongst any large corporate. To achieve the above aims, it has been decided to establish an independent Tata company focused on building a common data analytics platform and help Tata Group companies. This company is being incubated in the initial phase as a division of Tata Industries and will subsequently be structured as a separate company to build Big Data Analytics and Data Science capabilities catering to but not limited to the ‘Consumer’ brands of the group.

Tata Insights and Quants – Journey to Date

Company: Tata - Insights and Quants – A Newly started division by Tata Industries.

http://www.livemint.com/Companies/PCgvCZILuJKV68UKVHZRJO/With-new-analytics-arm-Tata-aims-to-make-better-sense-of-da.html

Employer Brand: Tata iQ in 18 months of its inception was recognized in the list of Analytics India Magazine’s (AIM)

Top 10 most desirable Analytics Indian Firms to work for in 2016:

http://analyticsindiamag.com/top-10-analytics-firm-wish-worked-2016/

Generating Value for Customer: Fourteen Tata companies are partnering Tata Insights and Quants (Tata iQ), a Big Data firm, to analyse data collected from users, consumers and make sense of it to put changes in place

http://www.livemint.com/Companies/5om8ebrv6p02jGCcRB3j3K/Tata-companies-use-Big-Data-to-craft-strategies.html

Contributing to Community through big data:

In line with the Tata group’s philosophy of giving back more to the society than what it takes, Tata iQ, Tata group’s big data and decision Sciences Company.

Okhai partners with Tata iQ to deliver big impact through big data

Company : Tata Insights and Quants

Role : Data Science Optimization

Level : Analyst – Associate - Senior Associate

Role Type : Individual Contributor

Location : Mumbai | Bangalore | Jamshedpur | Kalinga Nagar – All Options open

Key Responsibilities:
• Apply Optimization/ Simulation algorithms using a variety of tools to improve process efficiency across business functions
• Perform detailed analysis of business problems and technical environments in designing the solution
• Conversion (Formulation) of business problem into a mathematical model using Linear/Mixed Integer Programing technique
• Apply Optimization/ Simulation algorithm:

o Simplex

o Interior Point

o Cutting Plain

o Dynamic Program

o Linear/ Mixed Integer Program

o Agent Based Simulation

o Discrete Event Simulation

o Column Generation
• Apply Optimization/ Simulation:

o Logistics/ Inventory planning

o Job Scheduling

o Stock Cutting

o Network Optimization
• Build mathematical optimization models using tools, such as AIMMS, CPLEX, GLPK, to model business problems in support of decision-making
• Lead and manage Proof of Concepts and demonstrate the outcomes quickly
• Document use cases, solutions and recommendations
• Work analytically in a problem-solving environment
• Work in a fast-paced agile development environment
• Coordinate with different functional teams to implement models and monitor outcomes
• Work with stakeholders throughout the organization to identify opportunities for leveraging organization data and apply Optimization/ Simulation techniques to improve process efficiency across business functions - Operations, Products, Sales, Marketing, HR and Finance teams
• Help program and project managers in the design, planning and governance of implementing Optimization/ Simulation solutions

Experience and Skills:
• Experience in Manufacturing, Aviation and Logistics
• 3+ year of work experience in optimization, simulation and data science
• Experience using AIMMS, CPLEX, GLPK, GUROBI etc.
• Experience in building Predictive models (Regression, Classification and Clustering) and Forecast models will be an added advantage
• Experience in Python and R will be an added advantage

>Education qualification:
• Bachelors/ Master degree in Operations Research, (Applied) Mathematics, (Applied) Statistics, Industrial Engineering or other disciplines with significant experience in mathematical optimization

Reach us on careers@tataiq.com",Full-time,Unknown,In,"https://www.glassdoor.co.in/job-listing/data-science-optimization-tata-group-JV_KO0,25_KE26,36.htm?jl=1006272287401&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",2026-02-22 00:00:00,2026-02-28 16:53:46.401642,Data Scientist
371,Lead Data Analyst,IDFC FIRST Bank,"Job Requirements

About the Role

The Lead Data Analyst is responsible for driving analytical excellence across customer experience and servicing functions. This role involves leading a team to identify impactful business use cases, develop automated dashboards, and deliver actionable insights. The analyst will also manage data migration efforts, coordinate with visualization teams, and oversee project execution. A key focus is on fostering innovation, mentoring team members, and ensuring alignment with business goals.

Key Responsibilities
Primary Responsibilities
• Understand business problems and solve them using analytical techniques.
• Establish analytical frameworks tailored to different business challenges and drive measurable outcomes.
• Implement data analytics to generate actionable insights using statistical methods, predictive modelling, and data visualization.
• Assess the value of rural data to support business objectives and gain competitive advantage.
• Conduct quality assurance audits and implement follow-up actions to improve data accuracy and process reliability.
• Interpret data using modelling techniques to address business requirements such as credit scoring, customer segmentation, and product uptake.
• Partner with business, risk, and product teams to identify opportunities for data-driven decision making.
• Lead analysis of customer behavior, portfolio performance, revenue drivers, and risk exposure.
• Translate analytical findings into actionable insights for senior stakeholders.
• Guide and mentor junior analysts; review and validate their outputs.
• Identify skill gaps and recommend appropriate training and tooling to enhance team capabilities.
• Ensure data accuracy, consistency, and compliance with governance standards.
• Collaborate with data engineering teams to streamline pipelines and improve data quality.
• Automate recurring reports and establish best practices in analytics.
• Leverage tools like SQL, Python/PySpark /Tableau/AWS for advanced analysis and visualization.
• Support initiatives in credit risk, fraud detection, and campaign effectiveness.
Secondary Responsibilities
• Research and drive adoption of new analytical techniques and tools.
• Independently design and execute campaign strategies based on analytical findings.
• Track model and dashboard performance to ensure alignment with business expectations.
Managerial & Leadership Responsibilities
• Recruit, lead, and mentor a team of motivated analysts.
• Provide ongoing feedback and create individual development plans for team members.
• Recognize and address current business needs with practical, strategic solutions.
• Identify root causes of issues and understand complex interdependencies across business activities.
• Offer authentic feedback and developmental guidance.
• Celebrate individual achievements and reinforce positive performance through various channels.

What We Are Looking For
Education
• Graduation: Bachelor of Science (B.Sc) or Bachelor of Technology (B.Tech) or Bachelor of Computer Applications (BCA)
• Post-Graduation: Master of Science (M.Sc) Master of Technology (M.Tech) or Master of Computer Applications (MCA) or MA
Experience
• 8+ years of relevant experience in data analytics, preferably in retail banking or customer experience domains.
Skills and Attributes
• Expertise in Python, AWS, Spark, and Tableau.
• Strong analytical and problem-solving skills.
• Experience in data migration and lake house architecture.
• Proven leadership and team development capabilities.
• Excellent communication and stakeholder management skills.
• Strategic thinking with a focus on innovation and continuous improvement.",Full-time,Mumbai,In,https://careers.idfcfirstbank.com/in/en/job/P-203350/Lead-Data-Analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-25 00:00:00,2026-03-02 22:31:47.522458,Data Analyst
372,Data Analyst - Sql/Etl - 7+Years - Chennai/Pune,Crescendo Global,"Data Analyst – SQL/ETL – 7+ Years – Chennai/Pune

Summary – We are looking for an experienced Data Analyst with strong expertise in SQL, data validation, and banking domain analytics. The role involves analyzing business requirements, performing source-to-target mapping, validating datasets, and delivering actionable insights through data analysis and reporting. Candidates with Retail Banking/BFSI experience and strong analytical capabilities will be preferred.

Your Future Employer – A global technology services and consulting organization delivering innovative data, analytics, and digital transformation solutions across Banking and Financial Services clients.

Responsibilities –
Strong understanding of Retail Banking / BFSI domain
Review and analyze business requirements
Perform Source-to-Target Mapping (STM)
Strong hands-on experience in SQL and data analysis
Exposure to ETL processes and data workflows
Perform data validation for domain rules and default values
Validate data during pre & post implementation phases
Interpret datasets using statistical techniques and generate reports
Develop and maintain databases and data collection systems
Acquire data from primary and secondary sources
Identify trends, patterns, and insights from complex datasets
Collaborate with stakeholders for data quality and reporting requirements

What is in for you –
Opportunity to work on advanced AI & LLM-driven products
Exposure to cutting-edge AI technologies & architectures
Strong learning and career growth opportunities
High-impact, innovation-focused work environment

Reach us: If you think this role is aligned with your career, kindly share your updated CV at Simran.bhatia@crescendogroup.in for a confidential discussion.

Disclaimer: Crescendo Global specializes in Senior to C-level niche recruitment. We are passionate about empowering job seekers and employers with an engaging and memorable hiring experience. Crescendo Global does not discriminate on the basis of race, religion, color, origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Note: Due to high application volumes, please assume your profile has not been shortlisted if you do not hear back within 1 week. Your patience is highly appreciated.

Scam Alert: Crescendo Global never asks for money, purchases, or system upgrades. Verify opportunities at www.crescendo-global.com and report suspicious activity.

Keywords – Data Analyst, Banking Analytics, BFSI, SQL, Data Validation, ETL, Source to Target Mapping, Data Quality, Retail Banking Analytics, Reporting Analyst.",Full-time,Ludhiana,In,https://www.crescendo-global.com/job/data-analyst-sql-slash-etl-7-plus-years-chennai-slash-pune-660347?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-27 00:00:00,2026-03-02 22:31:58.720018,Data Analyst
373,Analyst I - Data (In),Cencora,"Our team members are at the heart of everything we do. At Cencora, we are united in our responsibility to create healthier futures, and every person here is essential to us being able to deliver on that purpose. If you want to make a difference at the center of health, come join our innovative company and help us improve the lives of people and animals everywhere. Apply today!

Job Details
• *

Performs data analysis to reveal and socialize insights for how the business can make more profitable decisions
• Supports the delivery of Business Intelligence solutions to internal and external customers
• Supports prioritization of reporting needs across process areas to support deployment strategies and business needs
• Assesses analytics and reporting needs, provides recommendations for enhanced solutions and specifications for business intelligence tools
• Analyzes data to identify trends and notable changes; develops visual representations of quantitative and qualitative data
• Develops dashboards to enable clear visibility into business performance
• Supports development and definition of data management standards and processes to effectively manage data through the reporting life cycle
• Utilizes business intelligence tools across all departments and functional areas providing detailed reporting and analysis
• Supports teams with project cash flow projections, financial requirements, & establish key tools/templates to measure group/project performance against established metrics
• Interprets data sets, pays particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts
• Analyzes data for accuracy, process audit reports, suggests solutions to remedy deficiencies and validates results
• Analyzes members diagnostic survey responses to inform strategic planning workshops
• Clarifies data inconsistencies and offer technical assistance/expertise as necessary
• Communicates requirements to other team member

MINIMUM SKILLS, KNOWLEDGE AND ABILITY REQUIREMENTS:

3 years of experience in developing business analytics solutions, focusing on requirements gathering and effective visualization of insights. 3 Years of experience with data visualization/BI tools, such as Qlik or Tableau, Power BI , SQL and semantic data access mechanisms. Experience in analytics-enabled business process innovation. Knowledge of applying visualization techniques and User Experience design. Excellent written/oral communication and presentation/interpersonal skills.

.

EDUCATIONAL QUALIFICATIONS:

Bachelor’s Degree in Statistics, Computer Science, Information Technology or any other related discipline or equivalent related experience.

Preferred Certifications:
• Power BI Data Analyst Associate Certification
• Tableau Certification

WORK EXPERIENCE:

0-2 years of directly-related or relevant experience, preferably in healthcare data analytics or business intelligence.

SKILLS & KNOWLEDGE:

Behavioral Skills:
• Assertiveness
• Creativity & Innovation
• Critical Thinking
• Impact and Influencing
• Multitasking
• Prioritization and Organization

Technical Skills:
• Advanced Data Visualization Techniques
• Business Intelligence (BI) Reporting Tools
• Data Analysis and Synthesis
• Data Management
• Programming languages like SQL

Tools Knowledge:
• Business Intelligence Software like Tableau, Power BI, Alteryx, QlikSense
• Microsoft Office Suite
• Relational Database Management Systems (RDBMS) Software
• Data Visualization Tools

What Cencora offers

​Benefit offerings outside the US may vary by country and will be aligned to local market practice. The eligibility and effective date may differ for some benefits and for team members covered under collective bargaining agreements.

Full time

Affiliated Companies
Affiliated Companies: CENCORA BUSINESS SERVICES INDIA PRIVATE LIMITED

Equal Employment Opportunity

Cencora is committed to providing equal employment opportunity without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, age, disability, veteran status or membership in any other class protected by federal, state or local law.

The company’s continued success depends on the full and effective utilization of qualified individuals. Therefore, harassment is prohibited and all matters related to recruiting, training, compensation, benefits, promotions and transfers comply with equal opportunity principles and are non-discriminatory.

Cencora is committed to providing reasonable accommodations to individuals with disabilities during the employment process which are consistent with legal requirements. If you wish to request an accommodation while seeking employment, please call 888.692.2272 or email hrsc@cencora.com. We will make accommodation determinations on a request-by-request basis. Messages and emails regarding anything other than accommodations requests will not be returned",Full-time,Pune,In,https://careers.cencora.com/us/en/job/R26970/Analyst-I-Data-IN?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-27 00:00:00,2026-03-02 22:31:58.720018,Data Analyst
375,Data Analyst - Senior,Federal Express Corporation AMEA,"Responsible for conducting data analysis to extract actionable insights, exploring datasets to uncover patterns and anomalies, analyzing historical data for trend identification and forecasting, investigating data discrepancies, providing user training and support on data analysis tools, communicating findings through compelling visualizations, supporting data projects, and ensuring data accuracy and integrity.

Grade : T4

""Please note that the Job will close at 12am on Posting Close date, so please submit your application prior to the Close Date""

What your main responsibilities are

1. Conduct data analysis to extract actionable insights and drive decision-making.
2. Explore and visualize datasets to uncover patterns, trends, and anomalies.
3. Analyze historical data to identify trends and develop forecasts for future performance.
4. Investigate and identify root causes of issues or discrepancies in data.
5. Provide training and support to users on data analysis tools and techniques.
6. Communicate findings and insights through compelling data visualizations and narratives.
7. Support data-related projects by providing analytical expertise and insights.
8. Ensure data accuracy, completeness, and integrity through quality assurance processes.

What you’ll be working on

Education: Bachelor's degree or equivalent in Computer Science, MIS, Mathematics, Statistics, or similar discipline. Master's degree or PhD preferred.

Relevant work experience as in data analysis based on the following number of years:
Standard I: Two (2) years
Standard II: Three (3) years
Senior I: Four (4) years
Senior II: Five (5) years

Knowledge, Skills and Abilities
• Fluency in English
• Analytical Skills
• Accuracy & Attention to Detail
• Numerical Skills
• Planning & Organizing Skills
• Presentation Skills
• Statistical Knowledge
• Data Modeling and Visualization Skills

FedEx was built on a philosophy that puts people first, one we take seriously. We are an equal opportunity/affirmative action employer and we are committed to a diverse, equitable, and inclusive workforce in which we enforce fair treatment, and provide growth opportunities for everyone.

All qualified applicants will receive consideration for employment regardless of age, race, color, national origin, genetics, religion, gender, marital status, pregnancy (including childbirth or a related medical condition), physical or mental disability, or any other characteristic protected by applicable laws, regulations, and ordinances.
Our Company

FedEx is one of the world's largest express transportation companies and has consistently been selected as one of the top 10 World’s Most Admired Companies by ""Fortune"" magazine. Every day FedEx delivers for its customers with transportation and business solutions, serving more than 220 countries and territories around the globe. We can serve this global network due to our outstanding team of FedEx team members, who are tasked with making every FedEx experience outstanding.
Our Philosophy

The People-Service-Profit philosophy (P-S-P) describes the principles that govern every FedEx decision, policy, or activity. FedEx takes care of our people; they, in turn, deliver the impeccable service demanded by our customers, who reward us with the profitability necessary to secure our future. The essential element in making the People-Service-Profit philosophy such a positive force for the company is where we close the circle, and return these profits back into the business, and invest back in our people. Our success in the industry is attributed to our people. Through our P-S-P philosophy, we have a work environment that encourages team members to be innovative in delivering the highest possible quality of service to our customers. We care for their well-being, and value their contributions to the company.
Our Culture

Our culture is important for many reasons, and we intentionally bring it to life through our behaviors, actions, and activities in every part of the world. The FedEx culture and values have been a cornerstone of our success and growth since we began in the early 1970’s. While other companies can copy our systems, infrastructure, and processes, our culture makes us unique and is often a differentiating factor as we compete and grow in today’s global marketplace.",Full-time,Gurugram,In,https://careers.fedex.com/data-analyst-senior/job/18B51C3642D39835E91B84232449BCE0?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-03-01 00:00:00,2026-03-02 22:31:58.720018,Data Analyst
377,"Data Analyst,",S&P Global,"About the Role:

Grade Level (for internal use):
07

The Team:

The Private Equity and Advisory Profiles Team primarily focuses on maintaining and updating profiles of Private Equity and Venture Capital firms. With global coverage, we aim to deliver research, content, and analytics about the public and private capital markets to investment banks, investment managers and alternative investment firms. The team also establishes relationships with Private Equity Firms to gather rare insights about public & private investments, exits, and investment strategies. This effort is coupled with our real time monitoring of global industry trade publications and websites/news aggregators to cover and track all public/private investment markets.

The Impact:

This role will influence the Private Equity/Venture Capital dataset. In addition to collecting and validating the data, this role may require working with peers, other stakeholders and on process improvement projects. This position is an excellent stepping stone to understand PE/VC domain, that will allow you to gain a comprehensive understanding of their working, and enable you to learn facets of PE/VC, and as well as apply this knowledge to your daily responsibilities.

What’s in it for you:

Primarily responsible for day-to-day collection and validation of data related to PE/VC firms. Once strong fundamental understanding of the dataset and proficiency at workflows is developed, this role would require working with new talent to develop/enhance their skillset and working on process improvement projects including LEAN/automation projects that supports multiple SPGMI products and also an opportunity to venture into the field of data analysis and explore the world of Automation and Artificial Intelligence if have a knack for the same.

Responsibilities:

High quality data collation, analysis, extraction and entering the data in work tools as per guideline specifications

Understand the working of the dataset, be aware of the workflows and have strong working knowledge of work tools

Deliver on predefined individual and team targets including delivering outcomes with quality and excellence.

Provide input and ideas for new collection methods and product enhancements related to the dataset

Work on projects as an when they come up and ensure that they are completed within the given time span maintaining the desired quality

Troubleshoots problems or issues and provide support to the team

Support team in enhancing the workflow/processes for department.

Create tech expertise within department.

What We’re Looking For:

• MBA/ M.COM candidates with good academic track record
• Ability to multi-task and work in a team environment, while following flexible schedule to meet deadlines
• Well versed with secondary research sources

Certification and working knowledge/experience in MS-office (Excel, Word, PowerPoint)
• Background in Finance or related fields is preferred

• Comfortable taking initiative and demonstrating resourcefulness
• Strong attention to detail and persistent approach to work
• Excellent communication skills, both written and oral
• Strong quantitative, analytical and interpretive skills
• Ability to conduct efficient thematic online research
• Knowledge of any database or automation tools would be an added advantage.
• Adaptability to work in any shifts

What’s In It For You?

Our Mission:

Advancing Essential Intelligence.

Our People:

We're more than 35,000 strong worldwide—so we're able to understand nuances while having a broad perspective. Our team is driven by curiosity and a shared belief that Essential Intelligence can help build a more prosperous future for us all.From finding new ways to measure sustainability to analyzing energy transition across the supply chain to building workflow solutions that make it easy to tap into insight and apply it. We are changing the way people see things and empowering them to make an impact on the world we live in. We’re committed to a more equitable future and to helping our customers find new, sustainable ways of doing business. Join us and help create the critical insights that truly make a difference.

Our Values:
Integrity, Discovery, Partnership

Throughout our history, the world's leading organizations have relied on us for the Essential Intelligence they need to make confident decisions about the road ahead. We start with a foundation of integrity in all we do, bring a spirit of discovery to our work, and collaborate in close partnership with each other and our customers to achieve shared goals.

Benefits:

We take care of you, so you can take care of business. We care about our people. That’s why we provide everything you—and your career—need to thrive at S&P Global.

Our benefits include:
• Health & Wellness: Health care coverage designed for the mind and body.
• Flexible Downtime: Generous time off helps keep you energized for your time on.
• Continuous Learning: Access a wealth of resources to grow your career and learn valuable new skills.
• Invest in Your Future: Secure your financial future through competitive pay, retirement planning, a continuing education program with a company-matched student loan contribution, and financial wellness programs.
• Family Friendly Perks: It’s not just about you. S&P Global has perks for your partners and little ones, too, with some best-in class benefits for families.
• Beyond the Basics: From retail discounts to referral incentive awards—small perks can make a big difference.

For more information on benefits by country visit: https://spgbenefits.com/benefit-summaries

Global Hiring and Opportunity at S&P Global:

At S&P Global, we are committed to fostering a connected and engaged workplace where all individuals have access to opportunities based on their skills, experience, and contributions. Our hiring practices emphasize fairness, transparency, and merit, ensuring that we attract and retain top talent. By valuing different perspectives and promoting a culture of respect and collaboration, we drive innovation and power global markets.

Recruitment Fraud Alert:

If you receive an email from a spglobalind.com domain or any other regionally based domains, it is a scam and should be reported to reportfraud@spglobal.com. S&P Global never requires any candidate to pay money for job applications, interviews, offer letters, “pre-employment training” or for equipment/delivery of equipment. Stay informed and protect yourself from recruitment fraud by reviewing our guidelines, fraudulent domains, and how to report suspicious activity here.

-----------------------------------------------------------

Equal Opportunity Employer

S&P Global is an equal opportunity employer and all qualified candidates will receive consideration for employment without regard to race/ethnicity, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, marital status, military veteran status, unemployment status, or any other status protected by law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person. 

US Candidates Only: The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law. Pay Transparency Nondiscrimination Provision - https://www.dol.gov/sites/dolgov/files/ofccp/pdf/pay-transp_%20English_formattedESQA508c.pdf

-----------------------------------------------------------

20 - Professional (EEO-2 Job Categories-United States of America), DTMGOP203 - Entry Professional (EEO Job Group), SWP Priority – Ratings - (Strategic Workforce Planning)

Job ID: 309810
Posted On: 2026-02-27
Location: Gurgaon, Haryāna, India",Full-time,Gurugram,In,https://careers.spglobal.com/jobs/309810?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-26 00:00:00,2026-03-02 22:31:58.720018,Data Analyst
399,Data Analyst I,Phenom People Pvt Ltd,,Full-time,Hyderabad,In,https://careers.phenom.com/global/en/job/P-104484/Data-Analyst-I,2026-03-29 00:00:00,2026-04-02 00:13:00.143952,Data Analyst
400,"Credit Risk Business Analyst - Data Strategy, Analyst, Firm Risk Management | Mumbai, In",Morgan Stanley,,Full-time,Mumbai,In,https://www.efinancialcareers.com/jobs-India-Mumbai-Credit_Risk_Business_Analyst_-_Data_Strategy_Analyst_Firm_Risk_Management.id24062109,2026-03-31 00:00:00,2026-04-02 00:13:00.146964,Data Analyst
401,Data Analysis Specialist,AstraZeneca,,Full-time,Unknown,In,https://www.shine.com/jobs/data-analysis-specialist/astrazeneca/18820420,2026-03-26 00:00:00,2026-04-02 00:13:00.146964,Data Analyst
301,Associate Data Scientist,Ginesys,"About The Role

We are building the next-generation AI-powered Retail Technology platform—covering ERP, POS, OMS, WMS, Analytics and Agentic Workflows. As part of this transformation, we are hiring an Associate Data Scientist who is AI-native first—not restricted by languages, tools, or frameworks, but motivated by problem-solving, business impact, and product innovation.

This is not a typical entry-level role. You will work directly with senior product leaders, own data science features end-to-end, experiment with cutting-edge models, and drive a small cross-functional team to deliver meaningful AI/ML capabilities inside our software products.

Key Responsibilities

AI-Native Solutioning & Product Innovation

Understand business requirements deeply and translate them into robust data science solutions.

Conceptualize, build, and iterate AI-driven features across the product suite (ERP, POS, Analytics, OMS, CRM, etc.).

Work with product managers to convert ideas into well-defined problem statements, prototypes, and production-ready components.

Rapidly experiment with multiple ML/LLM approaches to identify the best-fit solution, not restricted by tool or technology.

Machine Learning & Statistical Modelling

Build, tune, evaluate and deploy classical ML models including regression, tree-based models, clustering, anomaly detection, recommendation engines, and forecasting models.

Conduct strong statistical analysis to ensure model validity, robustness, and interpretability.

Participate in data cleaning, feature engineering, and data pipeline optimisation.

LLM & Agentic AI

Design and prototype solutions using LLMs (open-source and API-based), embeddings, vector databases, prompt engineering, and RAG pipelines.

Build agentic workflow automations using open-source frameworks (e.g., LangGraph, CrewAI, AutoGen, LlamaIndex).

Work with Multi-Agent Systems, chain-of-thought reasoning, and tool-using agents for real-world retail operations.

Exposure to MCP (Model Context Protocol) and A2A (Agent to Agent) patterns for enabling AI-native interactions across systems.

Team Collaboration & Delivery

Lead and guide a small internal team of analysts/engineers for delivering AI/ML modules end-to-end.

Collaborate with engineering teams to integrate models into the product using APIs, microservices, or embedded inference engines.

Ensure documentation, reproducibility, and deployment-ready code for all experiments.

AI Automation & Workflow Engineering

Build AI workflows to automate repetitive business processes across retail value chain (procurement, merchandising, operations, stores, customer engagement).

Work with tools like n8n, LangGraph Studio, automation agents, infrastructure orchestration etc.

Mindset & Ownership

Demonstrate a self-driven learning approach—staying updated with latest research, frameworks, and techniques.

Constantly experiment with open-source tools, contribute to internal knowledge base, and drive innovation.

Bring a product-first mindset—balancing feasibility, performance, and user experience.

Mandatory Skills

Required Skills & Qualifications

Strong understanding of statistics, probability, hypothesis testing, and experimental design.

Hands-on experience with classical ML algorithms (regression, classification, clustering, tree models, boosting, time series).

Good understanding of LLMs, RAG, embeddings, vector DBs, prompt engineering.

Exposure to open-source agentic frameworks (LangChain, LangGraph, AutoGen, CrewAI, LlamaIndex).

Understanding of multi-agent architecture, agent tool usage, decision-making engines.

Knowledge of MCP, A2A protocols or equivalent agent orchestration approaches.

Ability to convert business problems into ML problem definitions.

Ability to lead a small team or interns and drive outcomes.

Proficiency in Python (or any equivalent AI-first language)—but open to exploring any platform/tools.

Experience with Git, APIs, Docker, and modern deployment workflows.

Strong communication skills, analytical thinking, and product mindset.

Preferred Skills

Experience with cloud platforms (Azure, AWS, GCP) for model deployment.

Exposure to data lakehouse systems (Iceberg, Delta, Parquet), ETL/ELT pipelines.

Experience with AutoML frameworks, MLOps stacks, CI/CD for ML.

Knowledge in retail domain (merchandising, demand planning, POS, loyalty, inventory).

Experience using agent-based workflow automation tools (n8n, Airflow + agents, Make.com).

Familiarity with reinforcement learning, causal inference, and advanced forecasting techniques.

Understanding of microservices, event-driven architecture, and message queues (Kafka).

Contributions to open-source AI/ML projects.

Educational Background

B.Tech / M.Tech / M.Sc in Data Science, Computer Science, AI/ML, Statistics, Mathematics or related fields.

Candidates with strong portfolios/GitHub/LLM experiments may also apply irrespective of formal degree.

What We Offer

Opportunity to build AI-native retail tech products used by top brands.

Work directly with CTO, Head of AI, and senior architects.

Fast-track career progression for high performers.

Access to cutting-edge infrastructure, tools, and research-driven environment.

Ownership, autonomy, and freedom to experiment.",Full-time,Kolkata,In,https://in.linkedin.com/jobs/view/associate-data-scientist-at-ginesys-4379073179?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-27 21:00:00,2026-02-28 16:53:46.401642,Data Scientist
